EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65925770;1;01/06/2005;;1;1;""5","5"";""0","3"";""1","685"";16;9;1;1;1;;0;""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","3"";""0","3"";""0","3"";""0","5"";""0","55"";""4","0"";""4","5"";""5","5"";""5","5"";""5","5"";""5","5"";""4","2"";""3","0"";""2","3"";""1","4"";""0","8"";""0","6"";""0","6"";""0","5"";""0","5"";""0","5"";""0","5"";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;",
"65925770;1;01/05/2005;;1;1;""5","5"";""0","2"";""1","0129"";21;3;1;1;1;;0;""0","3"";""0","3"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""2","5"";""1","4"";""0","5"";""0","4"";""2","2"";""5","5"";""3","8"";""2","5"";""2","7"";""2","1"";""1","9"";""0","6"";""0","6"";""0","5"";""0","5"";""0","5"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/04/2005;;1;1;""0","35"";""0","1"";""0","2167"";20;1;1;1;1;;0;""0","1"";""0","25"";""0","2"";""0","25"";""0","2"";""0","2"";""0","2"";""0","3"";""0","3"";""0","2"";""0","2"";""0","2"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","2"";""0","35"";""0","3"";""0","3"";""0","3"";""0","2"";""0","2"";""0","25"";""0","3"";""0","3"";""0","3"";""0","3"";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;",
"65925770;1;01/03/2005;;1;1;""0","2"";""0","1"";""0","1113"";1;2;1;1;1;;0;""0","2"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","2"";""0","2"";""0","15"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/02/2005;;1;1;""0","4"";""0","2"";""0","2446"";1;13;1;1;1;;0;""0","4"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","25"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;",,,
"65925770;1;01/01/2005;;1;1;""4","5"";""0","2"";""0","5339"";25;1;1;1;1;;0;""0","2"";""0","2"";""0","3"";""0","3"";""0","25"";""0","2"";""0","2"";""0","2"";""0","2"";""0","4"";""0","3"";""0","3"";""0","2"";""0","2"";""0","2"";""0","3"";""0","2"";""0","2"";""0","2"";""1","9"";""0","5"";""0","4"";""0","3"";""0","5"";""4","5"";""1","5"";""0","6"";""0","5"";""0","5"";""0","4"";""0","4"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/12/2004;;1;1;""0","6"";""0","2"";""0","3258"";8;24;1;1;1;;0;""0","4"";""0","5"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","6"";""0","5"";""0","4"";""0","4"";""0","4"";""0","35"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","25"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/11/2004;;1;1;""5","5"";""0","4"";""0","9233"";15;24;1;1;1;;0;""0","6"";""0","5"";""0","5"";""0","5"";""0","8"";""0","6"";""0","5"";""0","5"";""0","5"";""0","6"";""1","4"";""1","1"";""0","6"";""0","5"";""5","5"";""4","2"";""2","6"";""0","7"";""0","55"";""0","5"";""0","5"";""0","5"";""0","45"";""0","4"";""0","4"";""0","4"";""0","4"";""0","5"";""0","5"";""0","4"";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;",
"65925770;1;01/10/2004;;1;1;""5","5"";""0","1"";""1","3774"";25;5;1;1;1;;0;""0","2"";""0","2"";""0","2"";""0","2"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","3"";""0","15"";""0","1"";""2","5"";""0","8"";""0","5"";""0","4"";""4","0"";""4","7"";""4","9"";""2","3"";""1","3"";""0","6"";""0","8"";""3","6"";""5","5"";""3","4"";""1","9"";""1","3"";""0","6"";""0","55"";""1","2"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/09/2004;;1;1;""0","6"";""0","1"";""0","225"";14;7;1;1;1;;0;""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","2"";""0","5"";""0","6"";""0","4"";""0","35"";""0","3"";""0","3"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;",
"65925770;1;01/08/2004;;1;1;""0","3"";""0","2"";""0","2452"";1;14;1;1;1;;0;""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","3"";""0","2"";""0","2"";""0","2"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/07/2004;;1;1;""5","1"";""0","2"";""0","6645"";16;2;1;1;1;;0;""0","3"";""0","2"";""0","2"";""0","4"";""0","35"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","6"";""5","1"";""2","7"";""2","6"";""0","6"";""0","55"";""0","5"";""0","5"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","3"";""0","3"";""0","4"";""0","3"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/06/2004;;1;1;""0","8"";""0","2"";""0","325"";13;9;1;1;1;;0;""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","2"";""0","25"";""0","3"";""0","3"";""0","8"";""0","5"";""0","4"";""0","4"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;",
"65925770;1;01/05/2004;;1;1;""0","7"";""0","2"";""0","3855"";26;2;1;1;1;;0;""0","3"";""0","2"";""0","4"";""0","5"";""0","4"";""0","4"";""0","5"";""0","45"";""0","4"";""0","35"";""0","3"";""0","3"";""0","4"";""0","4"";""0","4"";""0","4"";""0","35"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","5"";""0","7"";""0","5"";""0","5"";""0","4"";""0","4"";""0","4"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/04/2004;;1;1;""0","3"";""0","1"";""0","1333"";24;1;1;1;1;;0;""0","1"";""0","1"";""0","2"";""0","15"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","2"";""0","2"";""0","1"";""0","1"";""0","2"";""0","3"";""0","2"";""0","2"";""0","2"";""0","1"";""0","1"";""0","15"";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;",
"65925770;1;01/03/2004;;1;1;""0","2"";""0","1"";""0","1323"";9;1;1;1;1;;0;""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","2"";""0","2"";""0","1"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","1"";""0","1"";""0","2"";""0","2"";""0","2"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";""0","1"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/02/2004;;1;1;""0","3"";""0","1"";""0","2086"";2;29;1;1;1;;0;""0","25"";""0","3"";""0","3"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","3"";""0","25"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","2"";""0","15"";""0","1"";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;",,
"65925770;1;01/01/2004;;1;1;""0","6"";""0","25"";""0","3581"";1;29;1;1;1;;0;""0","6"";""0","5"";""0","5"";""0","5"";""0","45"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","4"";""0","35"";""0","3"";""0","3"";""0","4"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","3"";""0","25"";""0","35"";""0","3"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/12/2003;;1;1;""5","5"";""0","3"";""1","5387"";16;4;1;1;1;;0;""0","4"";""0","4"";""0","4"";""0","3"";""0","4"";""0","4"";""0","3"";""0","3"";""0","4"";""0","4"";""0","35"";""1","2"";""0","8"";""2","2"";""2","2"";""5","5"";""3","8"";""2","1"";""1","1"";""0","7"";""5","5"";""3","9"";""4","45"";""2","9"";""2","1"";""1","5"";""1","0"";""0","6"";""0","6"";""0","6"";""0","9"";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1"
"65925770;1;01/11/2003;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;""0","5"";""0","5"";""0","5"";""0","5"";""0","5"";""0","4"";""0","4"";;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;",,,,,,,,,,,,,,,,,,,,,,,,,,,
